fecha_venta,var1(t-7 day),var1(t-6 day),var1(t-5 day),var1(t-4 day),var1(t-3 day),var1(t-2 day),var1(t-1 day),var1(t-5 week),var1(t-4 week),var1(t-3 week),var1(t-2 week),var1(t-1 week),var1(t),tavg_w,tmin_w,tmax_w,isfestivo,day,dayofweek,month,year,weekday
2021-09-03,210.0,261.0,300.0,207.0,177.0,264.0,144.0,261.0,267.0,276.0,246.0,210.0,135.0,24.0,20.6,28.3,0,3,5,9,2021,1
2021-09-04,261.0,300.0,207.0,177.0,264.0,144.0,135.0,333.0,264.0,246.0,249.0,261.0,246.0,24.1,19.7,29.2,0,4,6,9,2021,0
2021-09-05,300.0,207.0,177.0,264.0,144.0,135.0,246.0,354.0,369.0,276.0,276.0,300.0,333.0,24.3,19.3,29.2,0,5,7,9,2021,0
2021-09-06,207.0,177.0,264.0,144.0,135.0,246.0,333.0,357.0,144.0,369.0,204.0,207.0,192.0,25.8,23.5,29.5,0,6,1,9,2021,1
2021-09-07,177.0,264.0,144.0,135.0,246.0,333.0,192.0,279.0,243.0,270.0,135.0,177.0,174.0,26.8,22.2,32.7,0,7,2,9,2021,1
2021-09-08,264.0,144.0,135.0,246.0,333.0,192.0,174.0,225.0,138.0,150.0,201.0,264.0,126.0,27.6,22.0,35.3,1,8,3,9,2021,1
2021-09-09,144.0,135.0,246.0,333.0,192.0,174.0,126.0,198.0,249.0,240.0,153.0,144.0,138.0,27.3,23.3,32.9,0,9,4,9,2021,1
2021-09-10,135.0,246.0,333.0,192.0,174.0,126.0,138.0,267.0,276.0,246.0,210.0,135.0,177.0,28.7,23.5,36.2,0,10,5,9,2021,1
2021-09-11,246.0,333.0,192.0,174.0,126.0,138.0,177.0,264.0,246.0,249.0,261.0,246.0,222.0,24.3,19.9,29.0,0,11,6,9,2021,0
2021-09-12,333.0,192.0,174.0,126.0,138.0,177.0,222.0,369.0,276.0,276.0,300.0,333.0,354.0,24.4,19.2,30.3,0,12,7,9,2021,0
2021-09-13,192.0,174.0,126.0,138.0,177.0,222.0,354.0,144.0,369.0,204.0,207.0,192.0,174.0,25.0,23.5,27.6,0,13,1,9,2021,1
2021-09-14,174.0,126.0,138.0,177.0,222.0,354.0,174.0,243.0,270.0,135.0,177.0,174.0,219.0,23.9,20.8,28.7,0,14,2,9,2021,1
2021-09-15,126.0,138.0,177.0,222.0,354.0,174.0,219.0,138.0,150.0,201.0,264.0,126.0,177.0,23.6,19.4,29.4,0,15,3,9,2021,1
2021-09-16,138.0,177.0,222.0,354.0,174.0,219.0,177.0,249.0,240.0,153.0,144.0,138.0,270.0,23.3,19.8,27.8,0,16,4,9,2021,1
2021-09-17,177.0,222.0,354.0,174.0,219.0,177.0,270.0,276.0,246.0,210.0,135.0,177.0,165.0,22.8,18.7,27.9,0,17,5,9,2021,1
2021-09-18,222.0,354.0,174.0,219.0,177.0,270.0,165.0,246.0,249.0,261.0,246.0,222.0,249.0,24.4,20.3,31.9,0,18,6,9,2021,0
2021-09-19,354.0,174.0,219.0,177.0,270.0,165.0,249.0,276.0,276.0,300.0,333.0,354.0,294.0,24.3,20.9,28.2,0,19,7,9,2021,0
2021-09-20,174.0,219.0,177.0,270.0,165.0,249.0,294.0,369.0,204.0,207.0,192.0,174.0,177.0,23.9,20.9,28.7,0,20,1,9,2021,1
2021-09-21,219.0,177.0,270.0,165.0,249.0,294.0,177.0,270.0,135.0,177.0,174.0,219.0,159.0,22.4,20.3,26.4,0,21,2,9,2021,1
2021-09-22,177.0,270.0,165.0,249.0,294.0,177.0,159.0,150.0,201.0,264.0,126.0,177.0,207.0,22.9,19.7,27.4,0,22,3,9,2021,1
2021-09-23,270.0,165.0,249.0,294.0,177.0,159.0,207.0,240.0,153.0,144.0,138.0,270.0,138.0,23.9,20.7,27.4,0,23,4,9,2021,1
2021-09-24,165.0,249.0,294.0,177.0,159.0,207.0,138.0,246.0,210.0,135.0,177.0,165.0,216.0,23.4,22.2,26.2,0,24,5,9,2021,1
2021-09-25,249.0,294.0,177.0,159.0,207.0,138.0,216.0,249.0,261.0,246.0,222.0,249.0,204.0,24.6,21.1,29.7,0,25,6,9,2021,0
2021-09-26,294.0,177.0,159.0,207.0,138.0,216.0,204.0,276.0,300.0,333.0,354.0,294.0,324.0,23.8,20.1,29.2,0,26,7,9,2021,0
2021-09-27,177.0,159.0,207.0,138.0,216.0,204.0,324.0,204.0,207.0,192.0,174.0,177.0,141.0,21.8,16.4,29.4,0,27,1,9,2021,1
2021-09-28,159.0,207.0,138.0,216.0,204.0,324.0,141.0,135.0,177.0,174.0,219.0,159.0,141.0,21.2,16.2,27.6,0,28,2,9,2021,1
2021-09-29,207.0,138.0,216.0,204.0,324.0,141.0,141.0,201.0,264.0,126.0,177.0,207.0,183.0,21.1,17.3,26.8,0,29,3,9,2021,1
2021-09-30,138.0,216.0,204.0,324.0,141.0,141.0,183.0,153.0,144.0,138.0,270.0,138.0,240.0,22.4,18.9,28.2,0,30,4,9,2021,1
2021-10-01,216.0,204.0,324.0,141.0,141.0,183.0,240.0,210.0,135.0,177.0,165.0,216.0,138.0,22.3,19.1,27.6,0,1,5,10,2021,1
2021-10-02,204.0,324.0,141.0,141.0,183.0,240.0,138.0,261.0,246.0,222.0,249.0,204.0,276.0,21.6,18.8,26.5,0,2,6,10,2021,0
2021-10-03,324.0,141.0,141.0,183.0,240.0,138.0,276.0,300.0,333.0,354.0,294.0,324.0,357.0,22.2,18.4,29.7,0,3,7,10,2021,0
2021-10-04,141.0,141.0,183.0,240.0,138.0,276.0,357.0,207.0,192.0,174.0,177.0,141.0,222.0,20.4,16.0,27.2,0,4,1,10,2021,1
2021-10-05,141.0,183.0,240.0,138.0,276.0,357.0,222.0,177.0,174.0,219.0,159.0,141.0,168.0,19.4,14.3,25.8,0,5,2,10,2021,1
2021-10-06,183.0,240.0,138.0,276.0,357.0,222.0,168.0,264.0,126.0,177.0,207.0,183.0,168.0,20.9,14.6,26.9,0,6,3,10,2021,1
2021-10-07,240.0,138.0,276.0,357.0,222.0,168.0,168.0,144.0,138.0,270.0,138.0,240.0,132.0,21.0,17.6,26.0,0,7,4,10,2021,1
2021-10-08,138.0,276.0,357.0,222.0,168.0,168.0,132.0,135.0,177.0,165.0,216.0,138.0,153.0,20.2,15.0,26.0,0,8,5,10,2021,1
2021-10-09,276.0,357.0,222.0,168.0,168.0,132.0,153.0,246.0,222.0,249.0,204.0,276.0,324.0,20.9,18.1,26.1,0,9,6,10,2021,0
2021-10-10,357.0,222.0,168.0,168.0,132.0,153.0,324.0,333.0,354.0,294.0,324.0,357.0,318.0,20.8,18.1,25.7,0,10,7,10,2021,0
2021-10-11,222.0,168.0,168.0,132.0,153.0,324.0,318.0,192.0,174.0,177.0,141.0,222.0,264.0,21.2,17.6,26.2,0,11,1,10,2021,1
2021-10-12,168.0,168.0,132.0,153.0,324.0,318.0,264.0,174.0,219.0,159.0,141.0,168.0,375.0,21.0,17.9,25.2,1,12,2,10,2021,1
2021-10-13,168.0,132.0,153.0,324.0,318.0,264.0,375.0,126.0,177.0,207.0,183.0,168.0,150.0,19.4,15.1,24.8,0,13,3,10,2021,1
2021-10-14,132.0,153.0,324.0,318.0,264.0,375.0,150.0,138.0,270.0,138.0,240.0,132.0,114.0,20.6,16.8,24.5,0,14,4,10,2021,1
2021-10-15,153.0,324.0,318.0,264.0,375.0,150.0,114.0,177.0,165.0,216.0,138.0,153.0,246.0,18.9,14.4,25.8,0,15,5,10,2021,1
2021-10-16,324.0,318.0,264.0,375.0,150.0,114.0,246.0,222.0,249.0,204.0,276.0,324.0,273.0,18.8,13.9,24.2,0,16,6,10,2021,0
2021-10-17,318.0,264.0,375.0,150.0,114.0,246.0,273.0,354.0,294.0,324.0,357.0,318.0,288.0,21.7,18.3,25.5,0,17,7,10,2021,0
2021-10-18,264.0,375.0,150.0,114.0,246.0,273.0,288.0,174.0,177.0,141.0,222.0,264.0,204.0,20.4,17.2,25.1,0,18,1,10,2021,1
2021-10-19,375.0,150.0,114.0,246.0,273.0,288.0,204.0,219.0,159.0,141.0,168.0,375.0,174.0,20.7,18.2,25.3,0,19,2,10,2021,1
2021-10-20,150.0,114.0,246.0,273.0,288.0,204.0,174.0,177.0,207.0,183.0,168.0,150.0,201.0,20.1,14.9,25.8,0,20,3,10,2021,1
2021-10-21,114.0,246.0,273.0,288.0,204.0,174.0,201.0,270.0,138.0,240.0,132.0,114.0,219.0,20.1,13.8,29.5,0,21,4,10,2021,1
2021-10-22,246.0,273.0,288.0,204.0,174.0,201.0,219.0,165.0,216.0,138.0,153.0,246.0,234.0,22.6,18.6,28.1,0,22,5,10,2021,1
2021-10-23,273.0,288.0,204.0,174.0,201.0,219.0,234.0,249.0,204.0,276.0,324.0,273.0,366.0,19.6,16.8,24.1,0,23,6,10,2021,0
2021-10-24,288.0,204.0,174.0,201.0,219.0,234.0,366.0,294.0,324.0,357.0,318.0,288.0,369.0,17.9,14.3,23.8,0,24,7,10,2021,0
2021-10-25,204.0,174.0,201.0,219.0,234.0,366.0,369.0,177.0,141.0,222.0,264.0,204.0,234.0,17.4,13.2,23.4,0,25,1,10,2021,1
2021-10-26,174.0,201.0,219.0,234.0,366.0,369.0,234.0,159.0,141.0,168.0,375.0,174.0,204.0,18.3,15.6,24.1,0,26,2,10,2021,1
2021-10-27,201.0,219.0,234.0,366.0,369.0,234.0,204.0,207.0,183.0,168.0,150.0,201.0,234.0,18.2,13.5,23.8,0,27,3,10,2021,1
2021-10-28,219.0,234.0,366.0,369.0,234.0,204.0,234.0,138.0,240.0,132.0,114.0,219.0,231.0,18.4,14.7,23.5,0,28,4,10,2021,1
2021-10-29,234.0,366.0,369.0,234.0,204.0,234.0,231.0,216.0,138.0,153.0,246.0,234.0,264.0,18.5,13.3,24.7,0,29,5,10,2021,1
2021-10-30,366.0,369.0,234.0,204.0,234.0,231.0,264.0,204.0,276.0,324.0,273.0,366.0,276.0,21.8,17.6,26.8,0,30,6,10,2021,0
2021-10-31,369.0,234.0,204.0,234.0,231.0,264.0,276.0,324.0,357.0,318.0,288.0,369.0,411.0,22.7,19.5,27.3,1,31,7,10,2021,0
2021-11-01,234.0,204.0,234.0,231.0,264.0,276.0,411.0,141.0,222.0,264.0,204.0,234.0,351.0,23.5,18.1,29.6,1,1,1,11,2021,1
2021-11-02,204.0,234.0,231.0,264.0,276.0,411.0,351.0,141.0,168.0,375.0,174.0,204.0,189.0,21.4,18.3,23.8,0,2,2,11,2021,1
2021-11-03,234.0,231.0,264.0,276.0,411.0,351.0,189.0,183.0,168.0,150.0,201.0,234.0,216.0,17.9,13.7,20.6,0,3,3,11,2021,1
2021-11-04,231.0,264.0,276.0,411.0,351.0,189.0,216.0,240.0,132.0,114.0,219.0,231.0,294.0,14.9,9.1,20.1,0,4,4,11,2021,1
2021-11-05,264.0,276.0,411.0,351.0,189.0,216.0,294.0,138.0,153.0,246.0,234.0,264.0,342.0,15.8,11.9,20.8,0,5,5,11,2021,1
2021-11-06,276.0,411.0,351.0,189.0,216.0,294.0,342.0,276.0,324.0,273.0,366.0,276.0,261.0,14.9,11.5,18.9,0,6,6,11,2021,0
2021-11-07,411.0,351.0,189.0,216.0,294.0,342.0,261.0,357.0,318.0,288.0,369.0,411.0,414.0,15.1,11.5,19.4,0,7,7,11,2021,0
2021-11-08,351.0,189.0,216.0,294.0,342.0,261.0,414.0,222.0,264.0,204.0,234.0,351.0,165.0,16.3,7.9,22.6,0,8,1,11,2021,1
2021-11-09,189.0,216.0,294.0,342.0,261.0,414.0,165.0,168.0,375.0,174.0,204.0,189.0,192.0,17.0,11.1,21.9,0,9,2,11,2021,1
2021-11-10,216.0,294.0,342.0,261.0,414.0,165.0,192.0,168.0,150.0,201.0,234.0,216.0,210.0,14.1,9.0,21.3,0,10,3,11,2021,1
2021-11-11,294.0,342.0,261.0,414.0,165.0,192.0,210.0,132.0,114.0,219.0,231.0,294.0,201.0,14.4,8.8,22.5,0,11,4,11,2021,1
2021-11-12,342.0,261.0,414.0,165.0,192.0,210.0,201.0,153.0,246.0,234.0,264.0,342.0,234.0,14.1,9.6,19.8,0,12,5,11,2021,1
2021-11-13,261.0,414.0,165.0,192.0,210.0,201.0,234.0,324.0,273.0,366.0,276.0,261.0,321.0,14.1,8.3,22.0,0,13,6,11,2021,0
